,AAA,BAA,AAA_10Y_spread,BAA_10Y_spread,High_Yield_Index,AAA_BAA_spread
2010-02-01,5.3,6.25,1.62,2.57,6.54,0.9500000000000002
2010-02-02,5.28,6.23,1.61,2.56,6.54,0.9500000000000002
2010-02-03,5.36,6.31,1.63,2.58,6.46,0.9499999999999993
2010-02-04,5.27,6.24,1.65,2.62,6.59,0.9700000000000006
2010-02-05,5.24,6.21,1.65,2.62,6.81,0.9699999999999998
2010-02-08,5.27,6.26,1.65,2.64,6.85,0.9900000000000002
2010-02-09,5.32,6.32,1.65,2.65,6.88,1.0
2010-02-10,5.39,6.38,1.67,2.66,6.93,0.9900000000000002
2010-02-11,5.43,6.43,1.7,2.7,6.98,1.0
2010-02-12,5.41,6.41,1.72,2.72,7.03,1.0
2010-02-15,5.41,6.41,1.72,2.72,7.01,1.0
2010-02-16,5.39,6.39,1.73,2.73,7.02,1.0
2010-02-17,5.46,6.47,1.72,2.73,6.8,1.0099999999999998
2010-02-18,5.49,6.51,1.7,2.72,6.65,1.0199999999999996
2010-02-19,5.43,6.43,1.65,2.65,6.56,1.0
2010-02-22,5.45,6.45,1.65,2.65,6.5,1.0
2010-02-23,5.33,6.34,1.64,2.65,6.6,1.0099999999999998
2010-02-24,5.32,6.35,1.62,2.65,6.58,1.0299999999999994
2010-02-25,5.26,6.28,1.62,2.64,6.65,1.0200000000000005
2010-02-26,5.21,6.23,1.6,2.62,6.66,1.0200000000000005
2010-02-28,5.21,6.23,1.6,2.62,6.71,1.0200000000000005
2010-03-01,5.22,6.26,1.61,2.65,6.66,1.04
2010-03-02,5.23,6.26,1.61,2.64,6.58,1.0299999999999994
2010-03-03,5.25,6.26,1.62,2.63,6.54,1.0099999999999998
2010-03-04,5.22,6.23,1.61,2.62,6.49,1.0100000000000007
2010-03-05,5.29,6.3,1.6,2.61,6.37,1.0099999999999998
2010-03-08,5.29,6.31,1.57,2.59,6.27,1.0199999999999996
2010-03-09,5.29,6.32,1.58,2.61,6.23,1.0300000000000002
2010-03-10,5.3,6.32,1.57,2.59,6.16,1.0200000000000005
2010-03-11,5.28,6.29,1.55,2.56,6.15,1.0099999999999998
2010-03-12,5.24,6.26,1.53,2.55,6.11,1.0199999999999996
2010-03-15,5.25,6.27,1.54,2.56,6.12,1.0199999999999996
2010-03-16,5.2,6.21,1.54,2.55,6.16,1.0099999999999998
2010-03-17,5.18,6.18,1.53,2.53,6.11,1.0
2010-03-18,5.21,6.2,1.53,2.52,6.02,0.9900000000000002
2010-03-19,5.2,6.19,1.5,2.49,5.98,0.9900000000000002
2010-03-22,5.19,6.17,1.52,2.5,6.02,0.9799999999999995
2010-03-23,5.22,6.2,1.53,2.51,6.0,0.9800000000000004
2010-03-24,5.34,6.32,1.5,2.48,5.85,0.9800000000000004
2010-03-25,5.4,6.38,1.49,2.47,5.78,0.9799999999999995
2010-03-26,5.35,6.35,1.49,2.49,5.8,1.0
2010-03-29,5.37,6.37,1.49,2.49,5.79,1.0
2010-03-30,5.37,6.36,1.49,2.48,5.77,0.9900000000000002
2010-03-31,5.32,6.31,1.48,2.47,5.84,0.9899999999999993
2010-04-01,5.33,6.33,1.44,2.44,5.82,1.0
2010-04-02,5.4,6.4,1.44,2.44,5.82,1.0
2010-04-05,5.44,6.44,1.43,2.43,5.65,1.0
2010-04-06,5.45,6.44,1.47,2.46,5.65,0.9900000000000002
2010-04-07,5.34,6.33,1.45,2.44,5.72,0.9900000000000002
2010-04-08,5.35,6.34,1.44,2.43,5.7,0.9900000000000002
2010-04-09,5.34,6.33,1.44,2.43,5.68,0.9900000000000002
2010-04-12,5.29,6.27,1.42,2.4,5.68,0.9799999999999995
2010-04-13,5.26,6.24,1.42,2.4,5.66,0.9800000000000004
2010-04-14,5.31,6.28,1.43,2.4,5.57,0.9700000000000006
2010-04-15,5.31,6.28,1.45,2.42,5.52,0.9700000000000006
2010-04-16,5.25,6.22,1.46,2.43,5.57,0.9699999999999998
2010-04-19,5.28,6.25,1.45,2.42,5.59,0.9699999999999998
2010-04-20,5.27,6.22,1.45,2.4,5.54,0.9500000000000002
2010-04-21,5.2,6.15,1.43,2.38,5.55,0.9500000000000002
2010-04-22,5.23,6.18,1.43,2.38,5.5,0.9499999999999993
2010-04-23,5.26,6.21,1.42,2.37,5.44,0.9500000000000002
2010-04-26,5.27,6.21,1.44,2.38,5.42,0.9400000000000004
2010-04-27,5.15,6.1,1.44,2.39,5.55,0.9499999999999993
2010-04-28,5.24,6.18,1.44,2.38,5.51,0.9399999999999995
2010-04-29,5.19,6.13,1.43,2.37,5.54,0.9399999999999995
2010-04-30,5.13,6.07,1.44,2.38,5.61,0.9400000000000004
2010-05-03,5.15,6.09,1.43,2.37,5.57,0.9399999999999995
2010-05-04,5.06,6.01,1.43,2.38,5.68,0.9500000000000002
2010-05-05,5.03,5.98,1.45,2.4,5.91,0.9500000000000002
2010-05-06,4.8,5.82,1.39,2.41,6.26,1.0200000000000005
2010-05-07,4.95,6.0,1.5,2.55,6.47,1.0499999999999998
2010-05-10,5.07,6.1,1.5,2.53,6.25,1.0299999999999994
2010-05-11,5.09,6.14,1.53,2.58,6.34,1.0499999999999998
2010-05-12,5.13,6.17,1.57,2.61,6.18,1.04
2010-05-13,5.11,6.15,1.56,2.6,6.14,1.04
2010-05-14,4.97,6.03,1.53,2.59,6.33,1.0600000000000005
2010-05-17,4.99,6.06,1.52,2.59,6.36,1.0699999999999994
2010-05-18,4.89,5.99,1.51,2.61,6.46,1.1000000000000005
2010-05-19,4.88,6.01,1.52,2.65,6.59,1.13
2010-05-20,4.83,5.99,1.58,2.74,6.92,1.1600000000000001
2010-05-21,4.78,5.96,1.58,2.76,7.02,1.1799999999999997
2010-05-24,4.83,6.02,1.6,2.79,6.97,1.1899999999999995
2010-05-25,4.77,5.99,1.59,2.81,7.24,1.2200000000000006
2010-05-26,4.89,6.08,1.68,2.87,7.07,1.1900000000000004
2010-05-27,5.04,6.23,1.7,2.89,6.88,1.1900000000000004
2010-05-28,5.01,6.2,1.7,2.89,6.9,1.1900000000000004
2010-05-31,5.01,6.2,1.7,2.89,6.98,1.1900000000000004
2010-06-01,4.95,6.21,1.66,2.92,7.04,1.2599999999999998
2010-06-02,5.02,6.26,1.67,2.91,7.04,1.2400000000000002
2010-06-03,5.05,6.31,1.66,2.92,6.93,1.2599999999999998
2010-06-04,4.88,6.15,1.68,2.95,7.14,1.2700000000000005
2010-06-07,4.89,6.17,1.72,3.0,7.18,1.2800000000000002
2010-06-08,4.86,6.17,1.68,2.99,7.27,1.3099999999999996
2010-06-09,4.88,6.2,1.68,3.0,7.26,1.3200000000000003
2010-06-10,5.0,6.34,1.67,3.01,7.19,1.3399999999999999
2010-06-11,4.89,6.28,1.65,3.04,7.27,1.3900000000000006
2010-06-14,4.96,6.34,1.68,3.06,7.16,1.38
2010-06-15,4.99,6.37,1.67,3.05,7.03,1.38
2010-06-16,4.96,6.34,1.69,3.07,6.97,1.38
2010-06-17,4.86,6.25,1.65,3.04,6.91,1.3899999999999997
2010-06-18,4.87,6.28,1.63,3.04,6.82,1.4100000000000001
2010-06-21,4.89,6.28,1.63,3.02,6.68,1.3900000000000006
2010-06-22,4.82,6.22,1.64,3.04,6.75,1.3999999999999995
2010-06-23,4.82,6.18,1.69,3.05,6.82,1.3599999999999994
2010-06-24,4.85,6.22,1.71,3.08,6.89,1.37
2010-06-25,4.83,6.21,1.71,3.09,6.9,1.38
2010-06-28,4.78,6.15,1.73,3.1,6.93,1.37
2010-06-29,4.71,6.09,1.74,3.12,7.06,1.38
2010-06-30,4.66,6.05,1.69,3.08,7.13,1.3899999999999997
2010-07-01,4.62,5.98,1.66,3.02,7.17,1.3600000000000003
2010-07-02,4.69,6.04,1.69,3.04,7.13,1.3499999999999996
2010-07-05,4.69,6.04,1.69,3.04,7.13,1.3499999999999996
2010-07-06,4.64,6.0,1.69,3.05,7.14,1.3600000000000003
2010-07-07,4.71,6.08,1.71,3.08,7.1,1.37
2010-07-08,4.75,6.11,1.71,3.07,6.98,1.3600000000000003
2010-07-09,4.79,6.14,1.72,3.07,6.88,1.3499999999999996
2010-07-12,4.79,6.13,1.71,3.05,6.85,1.3399999999999999
2010-07-13,4.86,6.18,1.71,3.03,6.7,1.3199999999999994
2010-07-14,4.76,6.09,1.69,3.02,6.68,1.33
2010-07-15,4.68,6.02,1.68,3.02,6.73,1.3399999999999999
2010-07-16,4.67,6.0,1.71,3.04,6.77,1.33
2010-07-19,4.7,6.03,1.71,3.04,6.77,1.33
2010-07-20,4.68,5.97,1.7,2.99,6.79,1.29
2010-07-21,4.61,5.88,1.71,2.98,6.75,1.2699999999999996
2010-07-22,4.7,5.93,1.74,2.97,6.67,1.2299999999999995
2010-07-23,4.74,5.97,1.72,2.95,6.59,1.2299999999999995
2010-07-26,4.74,5.95,1.71,2.92,6.54,1.21
2010-07-27,4.81,5.98,1.73,2.9,6.43,1.1700000000000008
2010-07-28,4.76,5.95,1.73,2.92,6.47,1.1900000000000004
2010-07-29,4.8,5.95,1.77,2.92,6.48,1.1500000000000004
2010-07-30,4.7,5.85,1.76,2.91,6.57,1.1499999999999995
2010-07-31,4.7,5.85,1.76,2.91,6.59,1.1499999999999995
2010-08-02,4.78,5.89,1.79,2.9,6.54,1.1099999999999994
2010-08-03,4.73,5.86,1.79,2.92,6.55,1.13
2010-08-04,4.75,5.88,1.77,2.9,6.49,1.13
2010-08-05,4.72,5.87,1.78,2.93,6.51,1.1500000000000004
2010-08-06,4.65,5.8,1.79,2.94,6.57,1.1499999999999995
2010-08-09,4.66,5.81,1.8,2.95,6.54,1.1499999999999995
2010-08-10,4.68,5.84,1.89,3.05,6.6,1.1600000000000001
2010-08-11,4.57,5.75,1.85,3.03,6.78,1.1799999999999997
2010-08-12,4.58,5.78,1.84,3.04,6.83,1.2000000000000002
2010-08-13,4.52,5.73,1.84,3.05,6.87,1.2100000000000009
2010-08-16,4.36,5.58,1.78,3.0,6.91,1.2199999999999998
2010-08-17,4.47,5.63,1.83,2.99,6.82,1.1600000000000001
2010-08-18,4.43,5.58,1.79,2.94,6.78,1.1500000000000004
2010-08-19,4.36,5.51,1.78,2.93,6.82,1.1499999999999995
2010-08-20,4.36,5.52,1.74,2.9,6.8,1.1599999999999993
2010-08-23,4.37,5.54,1.77,2.94,6.82,1.17
2010-08-24,4.27,5.45,1.77,2.95,6.93,1.1800000000000006
2010-08-25,4.28,5.48,1.74,2.94,6.92,1.2000000000000002
2010-08-26,4.24,5.45,1.74,2.95,6.93,1.21
2010-08-27,4.41,5.62,1.75,2.96,6.81,1.21
2010-08-30,4.34,5.53,1.8,2.99,6.89,1.1900000000000004
2010-08-31,4.26,5.48,1.79,3.01,6.92,1.2200000000000006
2010-09-01,4.38,5.59,1.8,3.01,6.8,1.21
2010-09-02,4.45,5.65,1.82,3.02,6.72,1.2000000000000002
2010-09-03,4.5,5.69,1.78,2.97,6.62,1.1900000000000004
2010-09-06,4.5,5.69,1.78,2.97,6.62,1.1900000000000004
2010-09-07,4.39,5.57,1.78,2.96,6.68,1.1800000000000006
2010-09-08,4.45,5.61,1.79,2.95,6.59,1.1600000000000001
2010-09-09,4.56,5.73,1.79,2.96,6.47,1.1700000000000008
2010-09-10,4.59,5.75,1.78,2.94,6.37,1.1600000000000001
2010-09-13,4.57,5.71,1.83,2.97,6.36,1.1399999999999997
2010-09-14,4.51,5.65,1.83,2.97,6.36,1.1400000000000006
2010-09-15,4.59,5.74,1.85,3.0,6.31,1.1500000000000004
2010-09-16,4.64,5.79,1.87,3.02,6.25,1.1500000000000004
2010-09-17,4.63,5.78,1.88,3.03,6.24,1.1500000000000004
2010-09-20,4.59,5.74,1.87,3.02,6.25,1.1500000000000004
2010-09-21,4.57,5.66,1.96,3.05,6.32,1.0899999999999999
2010-09-22,4.49,5.61,1.93,3.05,6.35,1.12
2010-09-23,4.52,5.6,1.96,3.04,6.37,1.08
2010-09-24,4.6,5.67,1.98,3.05,6.32,1.0700000000000003
2010-09-27,4.51,5.58,1.97,3.04,6.36,1.0700000000000003
2010-09-28,4.47,5.54,1.99,3.06,6.36,1.0700000000000003
2010-09-29,4.51,5.58,1.99,3.06,6.29,1.0700000000000003
2010-09-30,4.54,5.58,2.01,3.05,6.26,1.04
2010-10-01,4.57,5.61,2.03,3.07,6.22,1.04
2010-10-04,4.57,5.6,2.07,3.1,6.23,1.0299999999999994
2010-10-05,4.58,5.61,2.08,3.11,6.18,1.0300000000000002
2010-10-06,4.51,5.54,2.1,3.13,6.15,1.0300000000000002
2010-10-07,4.56,5.59,2.15,3.18,6.13,1.0300000000000002
2010-10-08,4.58,5.62,2.17,3.21,6.12,1.04
2010-10-11,4.58,5.62,2.17,3.21,6.11,1.04
2010-10-12,4.63,5.66,2.19,3.22,6.08,1.0300000000000002
2010-10-13,4.66,5.68,2.2,3.22,6.02,1.0199999999999996
2010-10-14,4.72,5.75,2.2,3.23,5.97,1.0300000000000002
2010-10-15,4.81,5.85,2.22,3.26,5.95,1.04
2010-10-18,4.74,5.78,2.22,3.26,6.02,1.04
2010-10-19,4.7,5.75,2.2,3.25,6.04,1.0499999999999998
2010-10-20,4.69,5.74,2.18,3.23,6.06,1.0499999999999998
2010-10-21,4.71,5.77,2.14,3.2,6.0,1.0599999999999996
2010-10-22,4.7,5.77,2.11,3.18,5.96,1.0699999999999994
2010-10-25,4.69,5.72,2.1,3.13,5.9,1.0299999999999994
2010-10-26,4.78,5.8,2.11,3.13,5.79,1.0199999999999996
2010-10-27,4.8,5.84,2.05,3.09,5.73,1.04
2010-10-28,4.81,5.85,2.12,3.16,5.77,1.04
2010-10-29,4.75,5.78,2.12,3.15,5.82,1.0300000000000002
2010-10-31,4.75,5.78,2.12,3.15,5.93,1.0300000000000002
2010-11-01,4.76,5.79,2.1,3.13,5.96,1.0300000000000002
2010-11-02,4.66,5.71,2.03,3.08,5.94,1.0499999999999998
2010-11-03,4.78,5.83,2.11,3.16,5.92,1.0499999999999998
2010-11-04,4.75,5.77,2.22,3.24,5.89,1.0199999999999996
2010-11-05,4.78,5.85,2.2,3.27,5.79,1.0699999999999994
2010-11-08,4.79,5.85,2.19,3.25,5.76,1.0599999999999996
2010-11-09,4.93,5.97,2.21,3.25,5.64,1.04
2010-11-10,4.92,5.96,2.27,3.31,5.75,1.04
2010-11-11,4.92,5.97,2.27,3.31,5.75,1.0499999999999998
2010-11-12,4.95,6.0,2.19,3.24,5.75,1.0499999999999998
2010-11-15,5.07,6.12,2.15,3.2,5.67,1.0499999999999998
2010-11-16,4.95,6.0,2.1,3.15,5.89,1.0499999999999998
2010-11-17,4.97,6.02,2.08,3.13,5.89,1.0499999999999998
2010-11-18,4.98,6.02,2.08,3.12,5.8,1.0399999999999991
2010-11-19,4.93,5.99,2.05,3.11,5.81,1.0600000000000005
2010-11-22,4.89,5.94,2.09,3.14,5.9,1.0500000000000007
2010-11-23,4.85,5.9,2.08,3.13,6.04,1.0500000000000007
2010-11-24,4.98,6.03,2.05,3.1,5.93,1.0499999999999998
2010-11-25,4.98,6.03,2.05,3.1,5.93,1.0499999999999998
2010-11-26,4.88,5.94,2.01,3.07,5.94,1.0600000000000005
2010-11-29,4.84,5.88,2.0,3.04,6.03,1.04
2010-11-30,4.79,5.84,1.98,3.03,6.22,1.0499999999999998
2010-12-01,4.92,5.98,1.95,3.01,6.02,1.0600000000000005
2010-12-02,4.95,6.0,1.94,2.99,5.93,1.0499999999999998
2010-12-03,5.0,6.05,1.97,3.02,5.92,1.0499999999999998
2010-12-06,4.93,5.97,1.98,3.02,5.95,1.04
2010-12-07,5.09,6.14,1.94,2.99,5.69,1.0499999999999998
2010-12-08,5.07,6.16,1.81,2.9,5.62,1.0899999999999999
2010-12-09,5.01,6.09,1.78,2.86,5.6,1.08
2010-12-10,5.03,6.11,1.71,2.79,5.54,1.08
2010-12-13,4.99,6.09,1.7,2.8,5.58,1.0999999999999996
2010-12-14,5.15,6.24,1.66,2.75,5.42,1.0899999999999999
2010-12-15,5.17,6.27,1.64,2.74,5.4,1.0999999999999996
2010-12-16,5.14,6.24,1.67,2.77,5.45,1.1000000000000005
2010-12-17,4.97,6.06,1.64,2.73,5.54,1.0899999999999999
2010-12-20,5.01,6.11,1.65,2.75,5.52,1.1000000000000005
2010-12-21,4.98,6.07,1.63,2.72,5.5,1.0899999999999999
2010-12-22,5.0,6.09,1.64,2.73,5.45,1.0899999999999999
2010-12-23,5.03,6.11,1.62,2.7,5.37,1.08
2010-12-24,5.03,6.11,1.62,2.7,5.37,1.08
2010-12-27,4.97,6.06,1.61,2.7,5.4,1.0899999999999999
2010-12-28,5.1,6.18,1.6,2.68,5.28,1.08
2010-12-29,4.96,6.05,1.61,2.7,5.4,1.0899999999999999
2010-12-30,4.98,6.07,1.6,2.69,5.32,1.0899999999999999
2010-12-31,4.88,5.98,1.58,2.68,5.41,1.1000000000000005
2011-01-03,4.93,6.04,1.57,2.68,5.32,1.1100000000000003
2011-01-04,4.97,6.07,1.61,2.71,5.27,1.1000000000000005
2011-01-05,5.09,6.17,1.59,2.67,5.11,1.08
2011-01-06,5.06,6.11,1.62,2.67,5.13,1.0500000000000007
2011-01-07,5.02,6.07,1.68,2.73,5.23,1.0500000000000007
2011-01-10,4.99,6.07,1.67,2.75,5.28,1.08
2011-01-11,4.99,6.05,1.62,2.68,5.22,1.0599999999999996
2011-01-12,5.02,6.08,1.62,2.68,5.17,1.0600000000000005
2011-01-13,5.0,6.05,1.66,2.71,5.18,1.0499999999999998
2011-01-14,5.03,6.09,1.68,2.74,5.12,1.0599999999999996
2011-01-17,5.03,6.09,1.68,2.74,5.12,1.0599999999999996
2011-01-18,5.06,6.11,1.67,2.72,5.1,1.0500000000000007
2011-01-19,5.02,6.07,1.65,2.7,5.11,1.0500000000000007
2011-01-20,5.12,6.17,1.65,2.7,5.03,1.0499999999999998
2011-01-21,5.07,6.12,1.63,2.68,5.05,1.0499999999999998
2011-01-24,5.06,6.1,1.63,2.67,5.03,1.04
2011-01-25,4.98,6.01,1.63,2.66,5.06,1.0299999999999994
2011-01-26,5.12,6.13,1.67,2.68,4.98,1.0099999999999998
2011-01-27,5.09,6.09,1.67,2.67,4.99,1.0
2011-01-28,5.07,6.06,1.71,2.7,5.03,0.9899999999999993
2011-01-31,5.12,6.1,1.7,2.68,5.08,0.9799999999999995
2011-02-01,5.16,6.14,1.68,2.66,4.99,0.9799999999999995
2011-02-02,5.18,6.16,1.66,2.64,4.89,0.9800000000000004
2011-02-03,5.21,6.19,1.63,2.61,4.83,0.9800000000000004
2011-02-04,5.28,6.25,1.6,2.57,4.68,0.9699999999999998
2011-02-07,5.26,6.21,1.58,2.53,4.64,0.9500000000000002
2011-02-08,5.31,6.25,1.56,2.5,4.53,0.9400000000000004
2011-02-09,5.24,6.18,1.59,2.53,4.6,0.9399999999999995
2011-02-10,5.31,6.25,1.61,2.55,4.55,0.9400000000000004
2011-02-11,5.26,6.2,1.62,2.56,4.59,0.9400000000000004
2011-02-14,5.21,6.15,1.59,2.53,4.58,0.9400000000000004
2011-02-15,5.26,6.14,1.65,2.53,4.57,0.8799999999999999
2011-02-16,5.27,6.15,1.65,2.53,4.54,0.8800000000000008
2011-02-17,5.26,6.14,1.68,2.56,4.56,0.8799999999999999
2011-02-18,5.29,6.17,1.7,2.58,4.53,0.8799999999999999
2011-02-21,5.29,6.17,1.7,2.58,4.52,0.8799999999999999
2011-02-22,5.2,6.08,1.74,2.62,4.66,0.8799999999999999
2011-02-23,5.2,6.09,1.71,2.6,4.66,0.8899999999999997
2011-02-24,5.14,6.05,1.68,2.59,4.73,0.9100000000000001
2011-02-25,5.12,6.02,1.7,2.6,4.72,0.8999999999999995
2011-02-28,5.09,5.99,1.67,2.57,4.78,0.9000000000000004
2011-03-01,5.09,6.0,1.68,2.59,4.76,0.9100000000000001
2011-03-02,5.16,6.06,1.7,2.6,4.72,0.8999999999999995
2011-03-03,5.21,6.13,1.63,2.55,4.6,0.9199999999999999
2011-03-04,5.17,6.09,1.68,2.6,4.69,0.9199999999999999
2011-03-07,5.19,6.1,1.68,2.59,4.69,0.9099999999999993
2011-03-08,5.24,6.15,1.68,2.59,4.64,0.9100000000000001
2011-03-09,5.18,6.09,1.7,2.61,4.71,0.9100000000000001
2011-03-10,5.13,6.03,1.76,2.66,4.85,0.9000000000000004
2011-03-11,5.13,6.03,1.73,2.63,4.88,0.9000000000000004
2011-03-14,5.12,6.01,1.76,2.65,4.93,0.8899999999999997
2011-03-15,5.1,6.01,1.77,2.68,5.09,0.9100000000000001
2011-03-16,5.02,5.93,1.8,2.71,5.16,0.9100000000000001
2011-03-17,5.05,5.97,1.8,2.72,5.1,0.9199999999999999
2011-03-18,5.07,5.97,1.79,2.69,5.02,0.8999999999999995
2011-03-21,5.09,5.98,1.75,2.64,4.93,0.8900000000000006
2011-03-22,5.08,5.98,1.74,2.64,4.91,0.9000000000000004
2011-03-23,5.09,5.99,1.73,2.63,4.91,0.9000000000000004
2011-03-24,5.11,6.01,1.69,2.59,4.84,0.8999999999999995
2011-03-25,5.14,6.04,1.68,2.58,4.79,0.9000000000000004
2011-03-28,5.12,6.03,1.65,2.56,4.76,0.9100000000000001
2011-03-29,5.18,6.09,1.68,2.59,4.73,0.9100000000000001
2011-03-30,5.16,6.06,1.69,2.59,4.76,0.8999999999999995
2011-03-31,5.15,6.05,1.68,2.58,4.77,0.8999999999999995
2011-04-01,5.13,6.04,1.67,2.58,4.72,0.9100000000000001
2011-04-04,5.13,6.03,1.68,2.58,4.72,0.9000000000000004
2011-04-05,5.15,6.05,1.65,2.55,4.65,0.8999999999999995
2011-04-06,5.22,6.11,1.66,2.55,4.57,0.8900000000000006
2011-04-07,5.22,6.15,1.64,2.57,4.56,0.9300000000000006
2011-04-08,5.23,6.15,1.64,2.56,4.53,0.9199999999999999
2011-04-11,5.23,6.14,1.64,2.55,4.53,0.9099999999999993
2011-04-12,5.19,6.1,1.67,2.58,4.63,0.9099999999999993
2011-04-13,5.16,6.07,1.67,2.58,4.65,0.9100000000000001
2011-04-14,5.15,6.06,1.64,2.55,4.6,0.9099999999999993
2011-04-15,5.08,5.99,1.65,2.56,4.68,0.9100000000000001
2011-04-18,5.16,5.98,1.76,2.58,4.74,0.8200000000000003
2011-04-19,5.13,5.95,1.74,2.56,4.75,0.8200000000000003
2011-04-20,5.16,5.98,1.73,2.55,4.66,0.8200000000000003
2011-04-21,5.18,5.99,1.76,2.57,4.65,0.8100000000000005
2011-04-22,5.18,5.99,1.76,2.57,4.65,0.8100000000000005
2011-04-25,5.16,5.97,1.77,2.58,4.69,0.8099999999999996
2011-04-26,5.1,5.91,1.76,2.57,4.71,0.8100000000000005
2011-04-27,5.17,5.96,1.78,2.57,4.67,0.79
2011-04-28,5.11,5.93,1.77,2.59,4.73,0.8199999999999994
2011-04-29,5.09,5.9,1.77,2.58,4.71,0.8100000000000005
2011-04-30,5.09,5.9,1.77,2.58,4.76,0.8100000000000005
2011-05-02,5.08,5.88,1.77,2.57,4.74,0.7999999999999998
2011-05-03,5.03,5.85,1.75,2.57,4.76,0.8199999999999994
2011-05-04,5.0,5.81,1.75,2.56,4.76,0.8099999999999996
2011-05-05,4.94,5.77,1.76,2.59,4.8,0.8299999999999992
2011-05-06,4.96,5.79,1.77,2.6,4.81,0.8300000000000001
2011-05-09,4.97,5.81,1.8,2.64,4.82,0.8399999999999999
2011-05-10,5.0,5.84,1.77,2.61,4.76,0.8399999999999999
2011-05-11,4.96,5.8,1.77,2.61,4.79,0.8399999999999999
2011-05-12,5.02,5.86,1.8,2.64,4.77,0.8400000000000007
2011-05-13,4.97,5.82,1.79,2.64,4.8,0.8500000000000005
2011-05-16,4.91,5.75,1.76,2.6,4.79,0.8399999999999999
2011-05-17,4.86,5.71,1.74,2.59,4.82,0.8499999999999996
2011-05-18,4.92,5.77,1.74,2.59,4.79,0.8499999999999996
2011-05-19,4.96,5.78,1.79,2.61,4.8,0.8200000000000003
2011-05-20,4.98,5.78,1.83,2.63,4.82,0.7999999999999998
2011-05-23,4.95,5.75,1.82,2.62,4.87,0.7999999999999998
2011-05-24,4.95,5.74,1.83,2.62,4.89,0.79
2011-05-25,4.97,5.77,1.84,2.64,4.92,0.7999999999999998
2011-05-26,4.92,5.71,1.85,2.64,5.01,0.79
2011-05-27,4.95,5.72,1.88,2.65,5.01,0.7699999999999996
2011-05-30,4.95,5.72,1.88,2.65,5.01,0.7699999999999996
2011-05-31,4.94,5.7,1.89,2.65,5.09,0.7599999999999998
2011-06-01,4.88,5.64,1.92,2.68,5.15,0.7599999999999998
2011-06-02,4.99,5.74,1.95,2.7,5.15,0.75
2011-06-03,4.97,5.72,1.98,2.73,5.24,0.75
2011-06-06,5.01,5.76,2.0,2.75,5.25,0.75
2011-06-07,5.01,5.76,2.0,2.75,5.28,0.75
2011-06-08,4.95,5.71,1.97,2.73,5.38,0.7599999999999998
2011-06-09,4.97,5.74,1.96,2.73,5.38,0.7700000000000005
2011-06-10,4.93,5.7,1.94,2.71,5.43,0.7700000000000005
2011-06-13,4.98,5.72,1.98,2.72,5.47,0.7399999999999993
2011-06-14,5.06,5.82,1.95,2.71,5.37,0.7600000000000007
2011-06-15,4.96,5.72,1.98,2.74,5.52,0.7599999999999998
2011-06-16,4.92,5.68,1.99,2.75,5.65,0.7599999999999998
2011-06-17,4.96,5.73,2.02,2.79,5.64,0.7700000000000005
2011-06-20,4.96,5.73,1.99,2.76,5.67,0.7700000000000005
2011-06-21,4.98,5.74,1.99,2.75,5.65,0.7599999999999998
2011-06-22,4.98,5.75,1.97,2.74,5.62,0.7699999999999996
2011-06-23,4.92,5.69,1.99,2.76,5.75,0.7700000000000005
2011-06-24,4.93,5.71,2.05,2.83,5.8,0.7800000000000002
2011-06-27,5.04,5.82,2.09,2.87,5.78,0.7800000000000002
2011-06-28,5.09,5.86,2.04,2.81,5.65,0.7700000000000005
2011-06-29,5.13,5.89,1.99,2.75,5.53,0.7599999999999998
2011-06-30,5.14,5.9,1.96,2.72,5.42,0.7600000000000007
2011-07-01,5.16,5.91,1.94,2.69,5.34,0.75
2011-07-04,5.16,5.91,1.94,2.69,5.34,0.75
2011-07-05,5.13,5.9,1.97,2.74,5.37,0.7700000000000005
2011-07-06,5.08,5.85,1.96,2.73,5.41,0.7699999999999996
2011-07-07,5.07,5.86,1.9,2.69,5.27,0.79
2011-07-08,4.98,5.76,1.95,2.73,5.39,0.7799999999999994
2011-07-11,4.89,5.7,1.95,2.76,5.56,0.8100000000000005
2011-07-12,4.87,5.69,1.95,2.77,5.6,0.8200000000000003
2011-07-13,4.86,5.68,1.94,2.76,5.57,0.8199999999999994
2011-07-14,4.92,5.74,1.94,2.76,5.49,0.8200000000000003
2011-07-15,4.91,5.74,1.97,2.8,5.51,0.8300000000000001
2011-07-18,4.95,5.78,2.01,2.84,5.54,0.8300000000000001
2011-07-19,4.84,5.69,1.93,2.78,5.54,0.8500000000000005
2011-07-20,4.91,5.76,1.95,2.8,5.46,0.8499999999999996
2011-07-21,4.96,5.8,1.93,2.77,5.36,0.8399999999999999
2011-07-22,4.88,5.74,1.89,2.75,5.35,0.8600000000000003
2011-07-25,4.94,5.8,1.91,2.77,5.33,0.8599999999999994
2011-07-26,4.88,5.75,1.89,2.76,5.35,0.8700000000000001
2011-07-27,4.88,5.74,1.87,2.73,5.32,0.8600000000000003
2011-07-28,4.84,5.71,1.86,2.73,5.37,0.8700000000000001
2011-07-29,4.67,5.59,1.85,2.77,5.51,0.9199999999999999
2011-07-31,4.67,5.59,1.85,2.77,5.58,0.9199999999999999
2011-08-01,4.59,5.54,1.82,2.77,5.63,0.9500000000000002
2011-08-02,4.44,5.4,1.78,2.74,5.8,0.96
