,AAA,BAA,AAA_10Y_spread,BAA_10Y_spread,High_Yield_Index,AAA_BAA_spread
2021-03-15,3.1,3.8,1.48,2.18,3.55,0.6999999999999997
2021-03-16,3.12,3.81,1.5,2.19,3.55,0.69
2021-03-17,3.17,3.86,1.54,2.23,3.65,0.69
2021-03-18,3.19,3.88,1.48,2.17,3.66,0.69
2021-03-19,3.13,3.84,1.39,2.1,3.67,0.71
2021-03-22,3.07,3.77,1.38,2.08,3.58,0.7000000000000002
2021-03-23,3.03,3.74,1.4,2.11,3.57,0.7100000000000004
2021-03-24,3.0,3.72,1.38,2.1,3.51,0.7200000000000002
2021-03-25,3.02,3.74,1.39,2.11,3.53,0.7200000000000002
2021-03-26,3.06,3.76,1.39,2.09,3.48,0.6999999999999997
2021-03-29,3.08,3.81,1.35,2.08,3.43,0.73
2021-03-30,3.04,3.77,1.31,2.04,3.44,0.73
2021-03-31,3.04,3.77,1.3,2.03,3.36,0.73
2021-04-01,2.91,3.67,1.22,1.98,3.33,0.7599999999999998
2021-04-02,2.91,3.67,1.22,1.98,3.33,0.7599999999999998
2021-04-05,2.94,3.66,1.21,1.93,3.25,0.7200000000000002
2021-04-06,2.92,3.62,1.25,1.95,3.25,0.7000000000000002
2021-04-07,2.96,3.64,1.28,1.96,3.22,0.6800000000000002
2021-04-08,2.93,3.62,1.29,1.98,3.21,0.69
2021-04-09,2.92,3.63,1.25,1.96,3.24,0.71
2021-04-12,2.93,3.64,1.24,1.95,3.24,0.71
2021-04-13,2.89,3.61,1.25,1.97,3.32,0.7199999999999998
2021-04-14,2.9,3.62,1.26,1.98,3.25,0.7200000000000002
2021-04-15,2.78,3.51,1.22,1.95,3.25,0.73
2021-04-16,2.85,3.56,1.26,1.97,3.22,0.71
2021-04-19,2.9,3.6,1.29,1.99,3.25,0.7000000000000002
2021-04-20,2.87,3.58,1.29,2.0,3.35,0.71
2021-04-21,2.87,3.58,1.3,2.01,3.34,0.71
2021-04-22,2.86,3.56,1.29,1.99,3.34,0.7000000000000002
2021-04-23,2.88,3.57,1.3,1.99,3.29,0.69
2021-04-26,2.87,3.56,1.29,1.98,3.26,0.69
2021-04-27,2.91,3.6,1.28,1.97,3.24,0.69
2021-04-28,2.92,3.61,1.29,1.98,3.26,0.69
2021-04-29,2.92,3.62,1.27,1.97,3.24,0.7000000000000002
2021-04-30,2.94,3.61,1.29,1.96,3.28,0.6699999999999999
2021-05-03,2.92,3.59,1.29,1.96,3.27,0.6699999999999999
2021-05-04,2.9,3.58,1.29,1.97,3.32,0.6800000000000002
2021-05-05,2.89,3.57,1.3,1.98,3.29,0.6799999999999997
2021-05-06,2.87,3.54,1.29,1.96,3.3,0.6699999999999999
2021-05-07,2.91,3.57,1.31,1.97,3.27,0.6599999999999997
2021-05-10,2.95,3.61,1.32,1.98,3.26,0.6599999999999997
2021-05-11,3.01,3.65,1.37,2.01,3.36,0.6400000000000001
2021-05-12,3.08,3.71,1.39,2.02,3.34,0.6299999999999999
2021-05-13,3.05,3.7,1.39,2.04,3.37,0.6500000000000004
2021-05-14,3.0,3.66,1.37,2.03,3.35,0.6600000000000001
2021-05-17,3.0,3.66,1.36,2.02,3.35,0.6600000000000001
2021-05-18,3.01,3.67,1.37,2.03,3.35,0.6600000000000001
2021-05-19,3.04,3.7,1.36,2.02,3.4,0.6600000000000001
2021-05-20,2.98,3.65,1.35,2.02,3.42,0.6699999999999999
2021-05-21,2.97,3.64,1.34,2.01,3.37,0.6699999999999999
2021-05-24,2.94,3.61,1.33,2.0,3.37,0.6699999999999999
2021-05-25,2.89,3.57,1.33,2.01,3.34,0.6799999999999997
2021-05-26,2.88,3.56,1.3,1.98,3.35,0.6800000000000002
2021-05-27,2.93,3.59,1.32,1.98,3.3,0.6599999999999997
2021-05-28,2.9,3.57,1.32,1.99,3.29,0.6699999999999999
2021-05-31,2.9,3.57,1.32,1.99,3.34,0.6699999999999999
2021-06-01,2.93,3.59,1.31,1.97,3.33,0.6599999999999997
2021-06-02,2.94,3.57,1.35,1.98,3.31,0.6299999999999999
2021-06-03,2.96,3.59,1.33,1.96,3.28,0.6299999999999999
2021-06-04,2.88,3.54,1.32,1.98,3.28,0.6600000000000001
2021-06-07,2.91,3.55,1.34,1.98,3.27,0.6399999999999997
2021-06-08,2.86,3.51,1.33,1.98,3.26,0.6499999999999999
2021-06-09,2.81,3.46,1.31,1.96,3.22,0.6499999999999999
2021-06-10,2.81,3.45,1.36,2.0,3.23,0.6400000000000001
2021-06-11,2.8,3.44,1.33,1.97,3.21,0.6400000000000001
2021-06-14,2.83,3.47,1.32,1.96,3.17,0.6400000000000001
2021-06-15,2.83,3.47,1.32,1.96,3.17,0.6400000000000001
2021-06-16,2.8,3.48,1.23,1.91,3.12,0.6800000000000002
2021-06-17,2.71,3.36,1.19,1.84,3.15,0.6499999999999999
2021-06-18,2.64,3.3,1.19,1.85,3.18,0.6599999999999997
2021-06-21,2.71,3.38,1.21,1.88,3.14,0.6699999999999999
2021-06-22,2.72,3.38,1.24,1.9,3.15,0.6599999999999997
2021-06-23,2.72,3.39,1.22,1.89,3.13,0.6699999999999999
2021-06-24,2.71,3.37,1.22,1.88,3.08,0.6600000000000001
2021-06-25,2.77,3.44,1.23,1.9,3.04,0.6699999999999999
2021-06-28,2.67,3.37,1.18,1.88,3.05,0.7000000000000002
2021-06-29,2.67,3.36,1.18,1.87,3.03,0.69
2021-06-30,2.63,3.32,1.18,1.87,3.04,0.69
2021-07-01,2.64,3.34,1.16,1.86,3.02,0.6999999999999997
2021-07-02,2.62,3.31,1.18,1.87,3.04,0.69
2021-07-05,2.62,3.31,1.18,1.87,3.03,0.69
2021-07-06,2.6,3.27,1.23,1.9,3.05,0.6699999999999999
2021-07-07,2.57,3.22,1.24,1.89,3.05,0.6500000000000004
2021-07-08,2.54,3.21,1.24,1.91,3.14,0.6699999999999999
2021-07-09,2.62,3.28,1.25,1.91,3.07,0.6599999999999997
2021-07-12,2.64,3.29,1.26,1.91,3.05,0.6499999999999999
2021-07-13,2.67,3.33,1.25,1.91,3.04,0.6600000000000001
2021-07-14,2.62,3.28,1.25,1.91,3.1,0.6599999999999997
2021-07-15,2.55,3.23,1.24,1.92,3.14,0.6800000000000002
2021-07-16,2.56,3.24,1.25,1.93,3.18,0.6800000000000002
2021-07-19,2.49,3.16,1.3,1.97,3.44,0.6699999999999999
2021-07-20,2.52,3.21,1.29,1.98,3.38,0.69
2021-07-21,2.57,3.26,1.27,1.96,3.24,0.69
2021-07-22,2.54,3.22,1.27,1.95,3.24,0.6800000000000002
2021-07-23,2.57,3.23,1.27,1.93,3.22,0.6600000000000001
2021-07-26,2.56,3.23,1.27,1.94,3.21,0.6699999999999999
2021-07-27,2.53,3.2,1.28,1.95,3.27,0.6700000000000004
2021-07-28,2.52,3.22,1.26,1.96,3.26,0.7000000000000002
2021-07-29,2.51,3.22,1.23,1.94,3.23,0.7100000000000004
2021-07-30,2.51,3.19,1.27,1.95,3.26,0.6800000000000002
2021-07-31,2.51,3.19,1.27,1.95,3.32,0.6800000000000002
2021-08-02,2.48,3.15,1.28,1.95,3.36,0.6699999999999999
2021-08-03,2.49,3.16,1.3,1.97,3.42,0.6699999999999999
2021-08-04,2.49,3.15,1.3,1.96,3.42,0.6599999999999997
2021-08-05,2.5,3.18,1.27,1.95,3.37,0.6800000000000002
2021-08-06,2.58,3.25,1.27,1.94,3.32,0.6699999999999999
2021-08-09,2.6,3.28,1.27,1.95,3.34,0.6799999999999997
2021-08-10,2.62,3.31,1.26,1.95,3.32,0.69
2021-08-11,2.66,3.34,1.31,1.99,3.37,0.6799999999999997
2021-08-12,2.66,3.35,1.3,1.99,3.34,0.69
2021-08-13,2.58,3.27,1.29,1.98,3.36,0.69
2021-08-16,2.54,3.23,1.28,1.97,3.38,0.69
2021-08-17,2.54,3.24,1.28,1.98,3.37,0.7000000000000002
2021-08-18,2.53,3.24,1.26,1.97,3.35,0.7100000000000004
2021-08-19,2.52,3.22,1.28,1.98,3.42,0.7000000000000002
2021-08-20,2.51,3.22,1.25,1.96,3.37,0.7100000000000004
2021-08-23,2.49,3.22,1.24,1.97,3.34,0.73
2021-08-24,2.53,3.24,1.24,1.95,3.26,0.7100000000000004
2021-08-25,2.58,3.28,1.23,1.93,3.22,0.6999999999999997
2021-08-26,2.57,3.26,1.23,1.92,3.2,0.69
2021-08-27,2.54,3.23,1.23,1.92,3.17,0.69
2021-08-30,2.51,3.21,1.22,1.92,3.16,0.7000000000000002
2021-08-31,2.54,3.24,1.24,1.94,3.21,0.7000000000000002
2021-09-01,2.54,3.23,1.23,1.92,3.19,0.69
2021-09-02,2.51,3.21,1.22,1.92,3.16,0.7000000000000002
2021-09-03,2.54,3.24,1.21,1.91,3.14,0.7000000000000002
2021-09-06,2.54,3.24,1.21,1.91,3.13,0.7000000000000002
2021-09-07,2.59,3.29,1.21,1.91,3.16,0.7000000000000002
2021-09-08,2.55,3.26,1.2,1.91,3.16,0.71
2021-09-09,2.51,3.2,1.21,1.9,3.15,0.6900000000000004
2021-09-10,2.51,3.23,1.16,1.88,3.11,0.7200000000000002
2021-09-13,2.48,3.2,1.15,1.87,3.09,0.7200000000000002
2021-09-14,2.42,3.15,1.14,1.87,3.11,0.73
2021-09-15,2.44,3.16,1.13,1.85,3.08,0.7200000000000002
2021-09-16,2.45,3.18,1.11,1.84,3.06,0.73
2021-09-17,2.48,3.2,1.11,1.83,3.04,0.7200000000000002
2021-09-20,2.42,3.15,1.11,1.84,3.23,0.73
2021-09-21,2.45,3.16,1.12,1.83,3.17,0.71
2021-09-22,2.45,3.15,1.13,1.83,3.09,0.6999999999999997
2021-09-23,2.52,3.22,1.11,1.81,3.03,0.7000000000000002
2021-09-24,2.59,3.27,1.12,1.8,3.05,0.6800000000000002
2021-09-27,2.59,3.26,1.11,1.78,3.06,0.6699999999999999
2021-09-28,2.68,3.34,1.14,1.8,3.13,0.6599999999999997
2021-09-29,2.69,3.36,1.14,1.81,3.09,0.6699999999999999
2021-09-30,2.7,3.37,1.18,1.85,3.15,0.6699999999999999
2021-10-01,2.65,3.33,1.17,1.85,3.2,0.6800000000000002
2021-10-04,2.65,3.34,1.16,1.85,3.21,0.69
2021-10-05,2.71,3.38,1.17,1.84,3.17,0.6699999999999999
2021-10-06,2.69,3.37,1.16,1.84,3.29,0.6800000000000002
2021-10-07,2.75,3.43,1.17,1.85,3.19,0.6800000000000002
2021-10-08,2.77,3.45,1.16,1.84,3.2,0.6800000000000002
2021-10-11,2.77,3.45,1.16,1.84,3.2,0.6800000000000002
2021-10-12,2.75,3.41,1.16,1.82,3.28,0.6600000000000001
2021-10-13,2.66,3.35,1.1,1.79,3.25,0.69
2021-10-14,2.62,3.33,1.1,1.81,3.18,0.71
2021-10-15,2.66,3.35,1.07,1.76,3.12,0.69
2021-10-18,2.63,3.31,1.04,1.72,3.11,0.6800000000000002
2021-10-19,2.7,3.37,1.05,1.72,3.09,0.6699999999999999
2021-10-20,2.73,3.4,1.08,1.75,3.07,0.6699999999999999
2021-10-21,2.76,3.42,1.08,1.74,3.03,0.6600000000000001
2021-10-22,2.72,3.38,1.06,1.72,3.07,0.6599999999999997
2021-10-25,2.72,3.37,1.08,1.73,3.11,0.6499999999999999
2021-10-26,2.7,3.34,1.07,1.71,3.09,0.6399999999999997
2021-10-27,2.59,3.23,1.05,1.69,3.11,0.6400000000000001
2021-10-28,2.61,3.26,1.04,1.69,3.08,0.6499999999999999
2021-10-29,2.59,3.24,1.04,1.69,3.08,0.6500000000000004
2021-10-31,2.59,3.24,1.04,1.69,3.15,0.6500000000000004
2021-11-01,2.61,3.27,1.03,1.69,3.16,0.6600000000000001
2021-11-02,2.63,3.27,1.07,1.71,3.21,0.6400000000000001
2021-11-03,2.64,3.3,1.04,1.7,3.18,0.6599999999999997
2021-11-04,2.58,3.26,1.05,1.73,3.19,0.6799999999999997
2021-11-05,2.5,3.18,1.05,1.73,3.12,0.6800000000000002
2021-11-08,2.5,3.18,0.99,1.67,3.03,0.6800000000000002
2021-11-09,2.46,3.13,1.0,1.67,3.08,0.6699999999999999
2021-11-10,2.57,3.22,1.01,1.66,3.06,0.6500000000000004
2021-11-11,2.57,3.23,1.01,1.66,3.06,0.6600000000000001
2021-11-12,2.61,3.27,1.03,1.69,3.09,0.6600000000000001
2021-11-15,2.66,3.33,1.03,1.7,3.1,0.6699999999999999
2021-11-16,2.71,3.35,1.08,1.72,3.12,0.6400000000000001
2021-11-17,2.66,3.34,1.06,1.74,3.17,0.6799999999999997
2021-11-18,2.69,3.32,1.1,1.73,3.19,0.6299999999999999
2021-11-19,2.63,3.27,1.09,1.73,3.24,0.6400000000000001
2021-11-22,2.7,3.34,1.07,1.71,3.18,0.6399999999999997
2021-11-23,2.76,3.4,1.09,1.73,3.3,0.6400000000000001
2021-11-24,2.72,3.36,1.08,1.72,3.32,0.6399999999999997
2021-11-25,2.72,3.36,1.08,1.72,3.32,0.6399999999999997
2021-11-26,2.61,3.3,1.13,1.82,3.62,0.69
2021-11-29,2.67,3.33,1.15,1.81,3.53,0.6600000000000001
2021-11-30,2.57,3.24,1.14,1.81,3.67,0.6700000000000004
2021-12-01,2.59,3.24,1.16,1.81,3.58,0.6500000000000004
2021-12-02,2.59,3.24,1.15,1.8,3.54,0.6500000000000004
2021-12-03,2.49,3.16,1.14,1.81,3.56,0.6699999999999999
2021-12-06,2.54,3.22,1.11,1.79,3.41,0.6800000000000002
2021-12-07,2.56,3.23,1.08,1.75,3.16,0.6699999999999999
2021-12-08,2.63,3.31,1.11,1.79,3.21,0.6800000000000002
2021-12-09,2.65,3.3,1.16,1.81,3.25,0.6499999999999999
2021-12-10,2.67,3.31,1.19,1.83,3.29,0.6400000000000001
2021-12-13,2.6,3.24,1.18,1.82,3.33,0.6400000000000001
2021-12-14,2.6,3.26,1.16,1.82,3.35,0.6599999999999997
2021-12-15,2.67,3.3,1.2,1.83,3.33,0.6299999999999999
2021-12-16,2.67,3.31,1.23,1.87,3.32,0.6400000000000001
2021-12-17,2.63,3.28,1.22,1.87,3.36,0.6499999999999999
2021-12-20,2.66,3.32,1.23,1.89,3.41,0.6599999999999997
2021-12-21,2.7,3.36,1.22,1.88,3.25,0.6599999999999997
2021-12-22,2.69,3.32,1.23,1.86,3.21,0.6299999999999999
2021-12-23,2.74,3.36,1.24,1.86,3.12,0.6199999999999997
2021-12-24,2.74,3.36,1.24,1.86,3.12,0.6199999999999997
2021-12-27,2.73,3.34,1.25,1.86,3.02,0.6099999999999999
2021-12-28,2.71,3.35,1.22,1.86,3.01,0.6400000000000001
2021-12-29,2.7,3.4,1.15,1.85,3.03,0.6999999999999997
2021-12-30,2.71,3.37,1.19,1.85,3.09,0.6600000000000001
2021-12-31,2.71,3.37,1.19,1.85,3.1,0.6600000000000001
2022-01-03,2.79,3.45,1.16,1.82,3.05,0.6600000000000001
2022-01-04,2.82,3.5,1.16,1.84,3.09,0.6800000000000002
2022-01-05,2.84,3.51,1.13,1.8,3.07,0.6699999999999999
2022-01-06,2.81,3.51,1.08,1.78,3.15,0.6999999999999997
2022-01-07,2.88,3.54,1.12,1.78,3.2,0.6600000000000001
2022-01-10,2.92,3.54,1.14,1.76,3.24,0.6200000000000001
2022-01-11,2.86,3.51,1.11,1.76,3.18,0.6499999999999999
2022-01-12,2.86,3.51,1.12,1.77,3.06,0.6499999999999999
2022-01-13,2.83,3.5,1.13,1.8,3.1,0.6699999999999999
2022-01-14,2.92,3.57,1.14,1.79,3.09,0.6499999999999999
2022-01-17,2.92,3.57,1.14,1.79,3.09,0.6499999999999999
2022-01-18,3.0,3.65,1.13,1.78,3.12,0.6499999999999999
2022-01-19,2.95,3.6,1.12,1.77,3.11,0.6499999999999999
2022-01-20,3.0,3.62,1.17,1.79,3.1,0.6200000000000001
2022-01-21,2.95,3.59,1.2,1.84,3.29,0.6399999999999997
2022-01-24,3.02,3.64,1.27,1.89,3.44,0.6200000000000001
2022-01-25,3.04,3.69,1.26,1.91,3.39,0.6499999999999999
2022-01-26,3.07,3.69,1.22,1.84,3.25,0.6200000000000001
2022-01-27,3.01,3.67,1.2,1.86,3.46,0.6600000000000001
2022-01-28,3.05,3.69,1.27,1.91,3.61,0.6400000000000001
2022-01-31,3.06,3.72,1.27,1.93,3.63,0.6600000000000001
2022-02-01,3.08,3.73,1.27,1.92,3.51,0.6499999999999999
2022-02-02,3.05,3.69,1.27,1.91,3.45,0.6400000000000001
2022-02-03,3.12,3.74,1.3,1.92,3.51,0.6200000000000001
2022-02-04,3.22,3.85,1.29,1.92,3.56,0.6299999999999999
2022-02-07,3.2,3.85,1.28,1.93,3.6,0.6499999999999999
2022-02-08,3.21,3.87,1.25,1.91,3.55,0.6600000000000001
2022-02-09,3.17,3.86,1.23,1.92,3.46,0.69
2022-02-10,3.25,3.94,1.22,1.91,3.44,0.69
2022-02-11,3.22,3.92,1.3,2.0,3.66,0.6999999999999997
2022-02-14,3.26,3.98,1.28,2.0,3.74,0.7200000000000002
2022-02-15,3.31,4.04,1.26,1.99,3.67,0.73
2022-02-16,3.35,4.08,1.32,2.05,3.68,0.73
2022-02-17,3.34,4.09,1.37,2.12,3.74,0.75
2022-02-18,3.29,4.05,1.37,2.13,3.78,0.7599999999999998
2022-02-21,3.29,4.05,1.37,2.13,3.78,0.7599999999999998
2022-02-22,3.34,4.07,1.4,2.13,3.75,0.7300000000000004
2022-02-23,3.36,4.09,1.37,2.1,3.72,0.73
2022-02-24,3.36,4.2,1.4,2.24,3.93,0.8400000000000003
2022-02-25,3.37,4.17,1.4,2.2,3.62,0.7999999999999998
2022-02-28,3.26,4.17,1.43,2.34,3.77,0.9100000000000001
2022-03-01,3.2,3.97,1.48,2.25,3.89,0.77
2022-03-02,3.32,4.1,1.46,2.24,3.71,0.7799999999999998
2022-03-03,3.31,4.1,1.45,2.24,3.71,0.7899999999999996
2022-03-04,3.24,4.05,1.5,2.31,3.9,0.8099999999999996
2022-03-07,3.31,4.1,1.53,2.32,4.01,0.7899999999999996
2022-03-08,3.41,4.21,1.55,2.35,4.03,0.7999999999999998
2022-03-09,3.41,4.26,1.47,2.32,3.94,0.8499999999999996
2022-03-10,3.5,4.36,1.52,2.38,4.0,0.8600000000000003
2022-03-11,3.47,4.35,1.47,2.35,4.05,0.8799999999999994
2022-03-14,3.57,4.47,1.43,2.33,4.16,0.8999999999999999
2022-03-15,3.63,4.51,1.48,2.36,4.21,0.8799999999999999
2022-03-16,3.56,4.42,1.37,2.23,3.96,0.8599999999999999
2022-03-17,3.47,4.37,1.27,2.17,3.81,0.8999999999999999
2022-03-18,3.28,4.28,1.14,2.14,3.81,1.0000000000000004
2022-03-21,3.46,4.39,1.14,2.07,3.67,0.9299999999999997
2022-03-22,3.51,4.43,1.13,2.05,3.7,0.9199999999999999
2022-03-23,3.51,4.35,1.19,2.03,3.72,0.8399999999999999
2022-03-24,3.49,4.35,1.15,2.01,3.67,0.8599999999999994
2022-03-25,3.54,4.44,1.06,1.96,3.51,0.9000000000000004
2022-03-28,3.51,4.4,1.05,1.94,3.54,0.8900000000000006
2022-03-29,3.47,4.32,1.06,1.91,3.38,0.8500000000000001
2022-03-30,3.4,4.28,1.05,1.93,3.33,0.8800000000000003
2022-03-31,3.38,4.25,1.06,1.93,3.43,0.8700000000000001
2022-04-01,3.32,4.2,0.93,1.81,3.4,0.8800000000000003
2022-04-04,3.33,4.23,0.91,1.81,3.33,0.9000000000000004
2022-04-05,3.44,4.31,0.9,1.77,3.27,0.8699999999999997
2022-04-06,3.51,4.38,0.9,1.77,3.48,0.8700000000000001
2022-04-07,3.55,4.44,0.89,1.78,3.54,0.8900000000000006
2022-04-08,3.6,4.5,0.88,1.78,3.57,0.8999999999999999
2022-04-11,3.73,4.61,0.94,1.82,3.73,0.8800000000000003
2022-04-12,3.75,4.64,1.03,1.92,3.75,0.8899999999999997
2022-04-13,3.77,4.64,1.07,1.94,3.77,0.8699999999999997
2022-04-14,3.88,4.76,1.05,1.93,3.68,0.8799999999999999
2022-04-15,3.88,4.76,1.05,1.93,3.68,0.8799999999999999
2022-04-18,3.89,4.79,1.04,1.94,3.64,0.8999999999999999
2022-04-19,3.95,4.84,1.02,1.91,3.58,0.8899999999999997
2022-04-20,3.87,4.76,1.02,1.91,3.56,0.8899999999999997
2022-04-21,3.92,4.83,1.02,1.93,3.5,0.9100000000000001
2022-04-22,3.96,4.86,1.06,1.96,3.65,0.9000000000000004
2022-04-25,3.92,4.84,1.11,2.03,3.8,0.9199999999999999
2022-04-26,3.92,4.83,1.15,2.06,3.83,0.9100000000000001
2022-04-27,3.97,4.87,1.15,2.05,3.89,0.8999999999999999
2022-04-28,3.99,4.91,1.14,2.06,3.83,0.9199999999999999
2022-04-29,4.01,4.94,1.12,2.05,3.93,0.9300000000000006
2022-04-30,4.01,4.94,1.12,2.05,3.97,0.9300000000000006
2022-05-02,4.18,5.07,1.19,2.08,4.05,0.8900000000000006
2022-05-03,4.11,5.02,1.14,2.05,3.97,0.9099999999999993
2022-05-04,4.08,5.01,1.15,2.08,4.1,0.9299999999999997
2022-05-05,4.28,5.15,1.23,2.1,4.03,0.8700000000000001
2022-05-06,4.28,5.21,1.16,2.09,4.18,0.9299999999999997
2022-05-09,4.28,5.22,1.23,2.17,4.47,0.9399999999999995
2022-05-10,4.2,5.15,1.21,2.16,4.52,0.9500000000000002
2022-05-11,4.12,5.08,1.21,2.17,4.55,0.96
2022-05-12,4.05,5.04,1.21,2.2,4.77,0.9900000000000002
2022-05-13,4.19,5.17,1.26,2.24,4.63,0.9799999999999995
2022-05-16,4.18,5.17,1.3,2.29,4.71,0.9900000000000002
2022-05-17,4.26,5.25,1.28,2.27,4.6,0.9900000000000002
2022-05-18,4.18,5.2,1.29,2.31,4.84,1.0200000000000005
2022-05-19,4.18,5.21,1.34,2.37,4.92,1.0300000000000002
2022-05-20,4.11,5.14,1.33,2.36,4.91,1.0299999999999994
2022-05-23,4.15,5.19,1.29,2.33,4.82,1.04
2022-05-24,4.06,5.1,1.3,2.34,4.94,1.04
2022-05-25,4.01,5.04,1.26,2.29,4.74,1.0300000000000002
2022-05-26,3.98,5.0,1.23,2.25,4.38,1.02
2022-05-27,3.95,5.0,1.21,2.26,4.19,1.0499999999999998
2022-05-30,3.95,5.0,1.21,2.26,4.19,1.0499999999999998
2022-05-31,4.0,5.03,1.15,2.18,4.22,1.0300000000000002
2022-06-01,4.02,5.02,1.08,2.08,4.13,1.0
2022-06-02,4.02,5.02,1.1,2.1,4.15,1.0
2022-06-03,4.06,5.05,1.1,2.09,4.21,0.9900000000000002
2022-06-06,4.14,5.12,1.1,2.08,4.19,0.9800000000000004
2022-06-07,4.06,5.05,1.08,2.07,4.34,0.9900000000000002
2022-06-08,4.13,5.1,1.1,2.07,4.34,0.9699999999999998
2022-06-09,4.14,5.11,1.1,2.07,4.42,0.9700000000000006
2022-06-10,4.2,5.19,1.05,2.04,4.51,0.9900000000000002
2022-06-13,4.44,5.41,1.01,1.98,4.87,0.9699999999999998
2022-06-14,4.5,5.48,1.01,1.99,4.9,0.9800000000000004
2022-06-15,4.39,5.43,1.06,2.1,4.82,1.04
2022-06-16,4.41,5.41,1.13,2.13,5.17,1.0
2022-06-17,4.32,5.38,1.07,2.13,5.15,1.0599999999999996
2022-06-20,4.32,5.38,1.07,2.13,5.15,1.0599999999999996
2022-06-21,4.4,5.44,1.09,2.13,5.05,1.04
2022-06-22,4.27,5.33,1.11,2.17,5.32,1.0600000000000005
2022-06-23,4.21,5.29,1.12,2.2,5.38,1.08
2022-06-24,4.25,5.35,1.12,2.22,5.18,1.0999999999999996
2022-06-27,4.29,5.39,1.09,2.19,5.11,1.0999999999999996
2022-06-28,4.3,5.42,1.1,2.22,5.26,1.12
2022-06-29,4.21,5.34,1.11,2.24,5.62,1.13
2022-06-30,4.19,5.29,1.21,2.31,5.87,1.0999999999999996
2022-07-01,4.26,5.3,1.38,2.42,5.92,1.04
2022-07-04,4.26,5.3,1.38,2.42,5.93,1.04
2022-07-05,4.12,5.23,1.3,2.41,5.99,1.1100000000000003
2022-07-06,4.17,5.32,1.24,2.39,5.8,1.1500000000000004
2022-07-07,4.2,5.34,1.19,2.33,5.5,1.1399999999999997
2022-07-08,4.23,5.4,1.14,2.31,5.36,1.17
2022-07-11,4.11,5.31,1.12,2.32,5.44,1.1999999999999993
2022-07-12,4.13,5.27,1.17,2.31,5.43,1.1399999999999997
2022-07-13,4.06,5.23,1.15,2.32,5.47,1.1700000000000008
2022-07-14,4.09,5.27,1.13,2.31,5.53,1.1799999999999997
2022-07-15,4.07,5.23,1.14,2.3,5.39,1.1600000000000001
2022-07-18,4.07,5.24,1.11,2.28,5.25,1.17
2022-07-19,4.11,5.27,1.1,2.26,5.1,1.1599999999999993
2022-07-20,4.08,5.24,1.04,2.2,4.9,1.1600000000000001
2022-07-21,3.97,5.14,1.06,2.23,4.99,1.1699999999999995
2022-07-22,3.91,5.05,1.14,2.28,4.96,1.1399999999999997
2022-07-25,3.97,5.12,1.16,2.31,4.95,1.15
2022-07-26,3.96,5.1,1.15,2.29,5.06,1.1399999999999997
2022-07-27,3.9,5.08,1.12,2.3,5.07,1.1800000000000002
2022-07-28,3.9,5.1,1.22,2.42,4.98,1.1999999999999997
2022-07-29,3.85,5.03,1.18,2.36,4.77,1.1800000000000002
2022-07-31,3.85,5.03,1.18,2.36,4.83,1.1800000000000002
2022-08-01,3.8,4.98,1.2,2.38,4.8,1.1800000000000006
2022-08-02,3.9,5.04,1.15,2.29,4.61,1.1400000000000001
2022-08-03,3.91,5.02,1.18,2.29,4.54,1.1099999999999994
2022-08-04,3.89,5.0,1.21,2.32,4.55,1.1099999999999999
2022-08-05,4.03,5.12,1.2,2.29,4.44,1.0899999999999999
2022-08-08,3.97,5.03,1.2,2.26,4.41,1.06
2022-08-09,3.95,5.06,1.15,2.26,4.46,1.1099999999999994
2022-08-10,3.97,5.07,1.19,2.29,4.33,1.1
2022-08-11,4.07,5.16,1.2,2.29,4.21,1.0899999999999999
2022-08-12,4.05,5.11,1.21,2.27,4.25,1.0600000000000005
2022-08-15,3.96,5.06,1.17,2.27,4.24,1.0999999999999996
2022-08-16,4.02,5.09,1.2,2.27,4.25,1.0700000000000003
2022-08-17,4.08,5.13,1.19,2.24,4.33,1.0499999999999998
2022-08-18,4.08,5.12,1.2,2.24,4.37,1.04
2022-08-19,4.18,5.23,1.2,2.25,4.45,1.0500000000000007
2022-08-22,4.19,5.27,1.16,2.24,4.62,1.0799999999999992
2022-08-23,4.23,5.29,1.18,2.24,4.68,1.0599999999999996
2022-08-24,4.27,5.34,1.16,2.23,4.61,1.0700000000000003
2022-08-25,4.17,5.24,1.14,2.21,4.6,1.0700000000000003
2022-08-26,4.16,5.23,1.12,2.19,4.65,1.0700000000000003
2022-08-29,4.23,5.31,1.11,2.19,4.78,1.0799999999999992
2022-08-30,4.22,5.28,1.11,2.17,4.9,1.0600000000000005
2022-08-31,4.27,5.33,1.12,2.18,5.03,1.0600000000000005
2022-09-01,4.41,5.48,1.15,2.22,5.08,1.0700000000000003
2022-09-02,4.38,5.44,1.18,2.24,5.06,1.0600000000000005
2022-09-05,4.38,5.44,1.18,2.24,5.07,1.0600000000000005
2022-09-06,4.55,5.6,1.22,2.27,4.98,1.0499999999999998
2022-09-07,4.43,5.51,1.16,2.24,4.97,1.08
2022-09-08,4.48,5.54,1.19,2.25,4.8,1.0599999999999996
2022-09-09,4.47,5.53,1.14,2.2,4.57,1.0600000000000005
2022-09-12,4.46,5.57,1.09,2.2,4.5,1.1100000000000003
2022-09-13,4.5,5.6,1.08,2.18,4.68,1.0999999999999996
2022-09-14,4.45,5.56,1.04,2.15,4.74,1.1099999999999994
